Language,Hash,Sentence,Loc,Translated Sentence
en_US,73a5975f4ae31606baa31fe6aedae117,{name1} disapproved a content.,es_ES,{name1} desaprueba un contenído.
en_US,75117b372952b9d0c37d3c63e19f877e,{name1} and {name count others} disapproved {content1} and {content2}.,es_ES,{name1} y {name count others} desaprueban {content1} y {content2}.
en_US,7b57cd699568e03fd9d80dae44661a1c,You and {name count} others disapproved this.,es_ES,Usted y {name count} otros desaprueban esto.
en_US,7e27e9f9972a07071b2e16af5dd910eb,You disapproved this.,es_ES,Usted desaprueba esto.
en_US,8144663fd367342ac54492da32b0fa4e,{name1} and {name count others} disapproved a content.,es_ES,{name1} y {name count others} desaprueban un contenído.
en_US,817662dac2c6db3511006867da851b6c,{name} disapproved {number} contents.,es_ES,{name} desaprueba {number} contenídos.
en_US,8cfa4adea0951a4e9509ac019a5639c4,contents she disapproved,es_ES,Contenídos que ella desaprueba.
en_US,8ef8e6e9a12e8ebedc5ad2be04ed82e2,a content you disapproved,es_ES,Un contenído que tu desapruebas.
en_US,917de7c4a1a91efc7955c182b6753393,{name1} disapproved {content1} and {content2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} desaprueba {content1} y {content2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,9436b2019362cf4161c37283abda455e,{name1} and {name count others} disapproved {content1}.,es_ES,{name1} y {name count others} desaprueban {content1}.
en_US,9a5ae16c3f59986ee2b6318a5f8c58d3,{name1} disapproved {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} desaprueba {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,9a7a7c749880a1d999c5e6b77ba8943a,1 other disapproved this. Be the first of your friends.,es_ES,Alguien más desaprueba esto. Sé el primero de tus amigos.
en_US,9d4dd25b635f29d936910769a0b7d51d,You and {name1} disapproved this.,es_ES,Usted y {name1} desaprueban esto.
en_US,a1b9b4af0ac96a7702e4d345243ffbf8,{number} others disapproved this.,es_ES,{number} otros desaprueban esto.
en_US,a2df7763fa240cb208f913c628084981,{name1} and {name2} disapproved {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} desaprueban {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,a89fc737ba223fd9a80659e08ef22604,{name1} and {name2} disapproved {content1}.,es_ES,{name1} y {name2} desaprueban {content1}.
en_US,ad2aa582213a4012677a20d6deb16957,a content {name} disapproved,es_ES,Un contenído que {name} desaprueba
en_US,ae2045974f2695328b263a6b9e37820c,You and {number} others disapproved this.,es_ES,Usted y {number} otros desaprueban esto.
en_US,b489188c1506ec2e41036813570a8955,{name1} disapproved {content1} and {content count other contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} desaprueba {content1} y {content count other contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,b4db113d59313880131b35bcf7c9e275,a content he disapproved,es_ES,Un contenído que él desaprueba.
en_US,c5c0134fb88422ae622d19e20f66eb13,{name1} and {name2} disapproved a content {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} desaprueban un contenído {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,c93a474222f2efe2a2c3c177c3cb6b69,{name1} disapproved {content count contents}.,es_ES,{name1} desaprueba {content count contents}.
en_US,e091305f1dffa3e9982b67fd4e292f94,{name1} and {name2} disapproved {content count contents}.,es_ES,{name1} y {name2} desaprueban {content count contents}.
en_US,e6b0a7badab097181a08f160a534f233,{name1} and {name2} disapproved a content.,es_ES,{name1} y {name2} desaprueban un contenído.
en_US,e6b0b54f401818d25d273a578d110cc3,{name1} and {name2} disapproved this.,es_ES,{name1} y {name2} desaprueban esto.
en_US,e958c5f501e907881f44310fe86ac9fc,{name} disapproved {number} contents {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} desaprueba {number} contenídos {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,ea22d275910ba52c77f01f5e989cc3f3,{name1} and {name count others} disapproved {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} desaprueban {content count contents} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,ec9ff4274ff767687593ce27e5bcd3eb,{name1} and {name count others} disapproved a content {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} desaprueban un contenído {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,f50cbdf65a13bb4288cb6e6370b8e48d,{name1} and {name count others} disapproved {content count contents}.,es_ES,{name1} y {name count others} desaprueban {content count contents}.
en_US,fd1bae4f7cd21dbbf09255e34b33a185,{name1} and {name count others} disapproved {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} desaprueban {content1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,fe3adfa07dd958a4a7c9c1dc5f19667f,{name1} disapproved {content1}.,es_ES,{name1} desaprueba {content1}.
en_US,0007305bc423f7a33ff197288b09c9d9,a product {name} fancied,es_ES,Un producto que {name} quiere.
en_US,09c3ed4dd25d04051c19f1cd71d39ff8,{name1} and {name2} fancied {product count products}.,es_ES,{name1} y {name2} quieren {product count products}.
en_US,10ed75ae180f76d782cafb3347ef9905,products they fancied,es_ES,Productos que a ellos quieren.
en_US,1108b0fe0b0b959bc473e1910c5f43f0,You fancied this.,es_ES,Usted quiere esto.
en_US,147986a7a48ff009e7d93d22791e9b0a,{name1} fancied {product1}.,es_ES,{name1} quiere {product1}.
en_US,19d08474cf96b89e27ce0f4f89b4ee96,a product you fancied,es_ES,Un producto que usted quiere.
en_US,23746f05cd63beb81ca8ed92faba35cb,{name1} and {name count others} fancied a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} quieren un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,33a996546152a45ea1139e0eb7e33214,{name1} and {name count others} fancied {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} quieren {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,41a6ec31dedac2d6b739976a0412b010,You and 1 other fancied this.,es_ES,Usted y alguien más quieren esto
en_US,47fb99b1ebdaa201732fea78b04af940,a product they fancied,es_ES,Un producto que ellos quieren.
en_US,4c2a17093fed08338d516e6e8972c873,{name1} fancied {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} quiere {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,4d4df12eb1848d41001d01ebda69b0df,products she fancied,es_ES,Productos que ella quiere.
en_US,4d5fe6d286a7c39fdf6f36493222eed8,products {name} fancied,es_ES,Productos que {name} quiere.
en_US,55ceeb341e140ebb02b21cbb5e08b3a1,{name1} and {name2} fancied {product1} and {product2}.,es_ES,{name1} y {name2} quieren {product1} y {product2}.
en_US,55f017553595eaa584707a8d5e3b5b16,{name} fancied {number} products.,es_ES,{name} quiere {number} productos.
en_US,599bda1b144c7225f562339ea050ccbc,{name1} and {name count others} fancied a product.,es_ES,{name1} y {name count others} quieren un producto.
en_US,5b96bb73179f5257d7f1e13b0426e020,{name1} fancied {product1} and {product2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} quiere {product1} y {product2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,5bc74687cbd7154dd018ebd100fd8729,{name1} and {name2} fancied {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} quieren {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,622e86ae2de6630c3cc54890ea15d63f,{name1} and {name count others} fancied {product1}.,es_ES,{name1} y {name count others} quieren {product1}.
en_US,675dc8470423355d8dc533695c1fb9c3,{name1} fancied {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} quiere {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,6a8d21f7f3275dad4ab34570f13f827e,{number} others fancied this.,es_ES,{number} otros quieren esto.
en_US,70e32f8566c4f9bb7d2d368ffe53ed35,{name1} fancied {product1} and {product count other products}.,es_ES,{name1} quiere {product1} y {product count other products}.
en_US,726a176cbf4b298f060fe0f3efca4bc7,You and {name count} others fancied this.,es_ES,Usted y {name count} otros quieren esto.
en_US,73a7bd209e52b7616e9c7410c9ff17b1,1 other fancied this. Be the first of your friends.,es_ES,Alguien más quiere esto. Sé el primero de tus amigos.
en_US,75b3a83f34abffaeba4a67722948c48c,{name} fancied {number} products {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} quiere {number} productos {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,7f3fd4042d56a6c19dda0ea933c6b1e5,{name1} and {name2} fancied {product1}.,es_ES,{name1} y {name2} quieren {product1}.
en_US,82713b5f53f6a70f92a6a24564046987,{name1} fancied {product count products}.,es_ES,{name1} quiere {product count products}.
en_US,8a6db28a2f27a00203ffbf72666ff6b1,{name1} and {name count others} fancied {product1} and {product count other products}.,es_ES,{name1} y {name count others} quieren {product1} y {product count other products}.
en_US,8e43b45f1fc91e8998c353ca99bf425b,{name1} and {name count} others fancied this.,es_ES,{name1} y {name count} otros quieren esto.
en_US,940dc56379132d0588469a56ca9eedbf,{number} others fancied this. Be the first of your friends.,es_ES,{number} otros quieren esto. Sé el primero de tus amigos.
en_US,9d0475fed12fe7019a6b6f593fec6df7,{name1} and {name count others} fancied {product1} and {product2}.,es_ES,{name1} y {name count others} quieren {product1} y {product2}.
en_US,9d17e4cbcdbb02f8fa14c66a8cc8dd31,{name1} and {name2} fancied {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} quieren {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,a15471155c3e19293269121d892c2b7c,{name1} fancied a product.,es_ES,{name1} quiere un producto.
en_US,a4ea061fd3999b83f4f281082664f8ec,{name1} and {name2} fancied this.,es_ES,{name1} y {name2} quieren esto.
en_US,a877b55280c142ad5210a6227916a7b1,{name1} fancied {product1} and {product count other products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} quiere {product1} y {product count other products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,b11ad278e6232f1681af7fa948dce90f,You and {number} others fancied this.,es_ES,Usted y {number} otros quieren esto.
en_US,bd0049363601e06081776f16f2333a6c,products you fancied,es_ES,Productos que usted quiere.
en_US,bfa56b5d79f3ba514f8afe856ce80988,{name1} and {name2} fancied {product1} and {product count other products}.,es_ES,{name1} y {name2} quieren {product1} y {product count other products}.
en_US,c2bc8d60fd9442f4669812dbe4830fc3,{name1} and {name2} fancied a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} quieren un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,c5617214a5116841ffe4736d79ac56a8,You and {name1} fancied this.,es_ES,Usted y {name1} quieren esto.
en_US,ccd8684e6355716c341f8ef3ac559cb9,{name1} and {name2} fancied a product.,es_ES,{name1} y {name2} quieren un producto.
en_US,d139a37034ef603d437f181a902ba64f,{name1} and {name count others} fancied {product count products}.,es_ES,{name1} y {name count others} quieren {product count products}.
en_US,d95923d37f1b38ecbf387b388d08397f,{name} fancied a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} quiere un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,eb2607a48202737cc87c1eeb26e7a04f,products he fancied,es_ES,Productos que él quiere.
en_US,ed12c825b931bb1fe3455bfed395a493,{name} fancied a product.,es_ES,{name} quiere un producto.
en_US,ede2c57e3509b163277009739392c669,Fancied {product1}.,es_ES,Quiere {product1}.
en_US,efdbd6c225c7e599b6f5c683ca38f814,a product he fancied,es_ES,Productos que él quiere.
en_US,f191ef41824706374906bf90596de5da,{name1} fancied {product1} and {product2}.,es_ES,{name1} quiere {product1} y {product2}.
en_US,f2dd347c5852917e2b50c2d1c95fdd36,{name1} fancied a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} quiere un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,f3825958cd61242c27b6be1030a03235,a product she fancied,es_ES,Un producto que ella quiere.
en_US,f4942c6662e4ca336c714b1faf6882ee,{name1} fancied this.,es_ES,{name1} quiere esto.
en_US,f92497e0941d4025fe185d6a96715c66,{name1} and {name count others} fancied {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} quieren {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,fbfe049e46ff5308a0547ca8c59cb50b,1 other fancied this.,es_ES,Alguien más quiere esto.
en_US,0bdf421bf0b9ed72125e7520b9c9a8a8,{name1} and {name2} had {product count products}.,es_ES,{name1} y {name2} tienen {product count products}.
en_US,0f9a24808340d55640c2de2b5e3a3295,{name} had {number} products.,es_ES,{name} tiene {number} productos.
en_US,183d04f55bd9a43740bc5c5f44875c65,{name} had a product.,es_ES,{name} tiene un producto.
en_US,1e56044b8a4372a6ada9c13e06096382,{name1} and {name count others} had a product.,es_ES,{name1} y {name count others} tienen un producto.
en_US,208a3fb081ce6adf19dbefb1e31b524e,a product you had,es_ES,Un producto que usted tiene.
en_US,20d3fd03b500f916c4339553ba7f1c0a,{name1} and {name count others} had {product1} and {product count other products}.,es_ES,{name1} y {name count others} tienen {product1} y {product count other products}.
en_US,229fc75b1ae97e4c9cedf4af86ff3d0f,{name1} had this.,es_ES,{name1} tienen esto.
en_US,2d27f4d984dc2f84c2903b843710d107,{name1} had a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} tienen un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,3347925f450647ddaf4c8e9639882641,You and {number} others had this.,es_ES,Usted y {number} otros tienen esto.
en_US,34b8804ac3f3d799472ff6c0f30d4ab0,Had {product1}.,es_ES,Tiene {product1}.
en_US,36c5b872fc18cea96fb3e94f26dcf8e0,{name1} and {name2} had this.,es_ES,{name1} y {name2} tienen esto.
en_US,3b522371a60fe3e7725ddcc743ecb423,{name1} had {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} tiene {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,429277bfade16cd8d28b45e5cb408653,products she had,es_ES,Productos que ella tiene.
en_US,46007e274c9b36a47367816ee69dc722,a product he had,es_ES,Un producto que él tiene.
en_US,4b355ef91205d806fb75b1f8114ab86e,products he had,es_ES,Productos que él tiene.
en_US,501a055da8b8e811f1502c515962accf,{name1} and {name count others} had {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} tienen {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,5544ec72639c4c787d6aa69ae68c86af,products they had,es_ES,Productos que ellos tienen.
en_US,5d40aeb1b44f7f7eb73cc6d404ab5f1b,{name1} and {name count others} had {product count products}.,es_ES,{name1} y {name count others} tienen {product count products}.
en_US,64d89ec7b692efbf0cf25b8d36e118a5,{number} others had this. Be the first of your friends.,es_ES,{number} otros tienen esto. Sé el primero de tus amigos.
en_US,65abf4471ebbfb75a111aae777e4bad4,{name1} and {name count others} had a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} tienen un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,678196e325635cb33b7b98aa225b87af,products {name} had,es_ES,Productos que {name} tiene.
en_US,6ee4dc90d6419d68afcca76f0c2bc154,a product {name} had,es_ES,Un producto que {name} tiene.
en_US,6f91cc124c08ae65d1990d36ea05f84f,{name1} and {name count others} had {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name count others} tienen {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,71517b8f5fe67f966ab137691755ef1f,You and {name count} others had this.,es_ES,Usted y {name count} otros tienen esto.
en_US,7b7e015f904883929951daa183ebc5fb,{name1} and {name count} others had this.,es_ES,{name1} y {name count} otros tienen esto.
en_US,8096d0c8339804034bfdf9f91d0d1f91,You had this.,es_ES,Usted tiene esto.
en_US,85f7f12134509de23d81549f958e5e13,{name1} and {name2} had {product1} and {product2}.,es_ES,{name1} y {name2} tienen {product1} y {product2}.
en_US,91dd1d8b37eee8e12578dcff0bed3f0f,{name1} had {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} tiene {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,934c6f973dd21f89508c5d89499de3aa,You and 1 other had this.,es_ES,Usted y alguien más tiene esto.
en_US,98259cd3d0c2b9430f7652e08b8a858e,a product they had,es_ES,Un producto que ellos tienen.
en_US,9cea7683c7d8706eb0cf6bd4d675bbd6,{name1} and {name2} had a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} tienen un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,9e9c10f5b943a923e9c1b6a263c49977,1 other had this. Be the first of your friends.,es_ES,Alguien más tiene esto. Sé el primero de tus amigos.
en_US,a03a9a2eadaf8adb9f11edc1947c0bb6,{name1} and {name count others} had {product1} and {product2}.,es_ES,{name1} y {name count others} tienen {product1} y {product2}.
en_US,a0a2c1628cb2111d28ee6886bd8ef331,1 other had this.,es_ES,Alguien más tiene esto.
en_US,a540a07d7591db53cc7708879f214b21,{name1} and {name2} had {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} tienen {product1} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,a76ee18670412e5ec80385c4f3ee3291,{name} had {number} products {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} tiene {number} productos {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,a84aae4eb08ccc9ba88a1d64ef7a185a,{name1} and {name count others} had {product1}.,es_ES,{name1} y {name count others} tienen {product1}.
en_US,ac8648780516740b4e8c126ce37eda2c,{name} had a product {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name} tienen un producto {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,ad56f17f94e566614748aad3ac52c055,You and {name1} had this.,es_ES,Usted y {name1} tienen esto.
en_US,b40416f0e840a44a4923862bac98cae9,{name1} had {product1} and {product2}.,es_ES,{name1} tiene {product1} y {product2}.
en_US,b43580c1d8772052f87f7fd63807b456,{name1} had a product.,es_ES,{name1} tiene un producto.
en_US,bfe0261551921e4cfbdcbe1132966a0f,{name1} had {product1} and {product count other products}.,es_ES,{name1} tiene {product1} y  {product count other products}.
en_US,c5837e9a510c1dde0dcdd3ad6e5b636a,{name1} and {name2} had {product1} and {product count other products}.,es_ES,{name1} y {name2} tienen {product1} y {product count other products}.
en_US,c74e35339e477c0dbe9fb3ca52cd841d,{name1} had {product1}.,es_ES,{name1} tiene {product1}.
en_US,cd434eb4752351ed2a062d83b00b3774,{name1} and {name2} had {product1}.,es_ES,{name1} y {name2} tienen {product1}.
en_US,cf3d566617a239df708321a5266dd014,a product she had,es_ES,Un producto que ella tiene.
en_US,d0fd8bde66e23e0c19853b8e3b22b405,products you had,es_ES,Productos que usted tiene.
en_US,d512aea0c2b2f679d54895fb8d95575f,{name1} and {name2} had {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} y {name2} tienen {product count products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,e0139bc382f676868fe47c21410cab99,{name1} had {product1} and {product2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} tiene {product1} y {product2} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,e16580eef1aee24267ecddc159d6045e,{name1} and {name2} had a product.,es_ES,{name1} y {name2} tienen un producto.
en_US,ea0f59a9dd139620176cc3725f0cc9c6,{name1} had {product count products}.,es_ES,{name1} tiene {product count products}.
en_US,ee98296039c6a1aef5849899bf2665d9,{name1} had {product1} and {product count other products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.,es_ES,{name1} tiene {product1} y {product count other products} {sent_aux_a} {sent_aux_b} {sent_aux_c}.
en_US,fcceddb3c4a5f8fddc2fab9fbc8c1390,{number} others had this.,es_ES,{number} otros tienen esto.
en_US,01594f34af180ed48cd5dcaae1852b71,{name1} and {name2} like {product count products} (on {App Name}).,es_ES,{name1} y {name2} les gusta {product count products} (on {App Name}).
en_US,08737d5fee4511f19792727e6e6c4bb1,{name1} and {name2} like {product1} and {product2} (on {App Name}).,es_ES,{name1} y {name2} les gusta {product1} y {product2} (on {App Name}).
en_US,0b99dac74379e32bdb151cbc9aad140a,{name1} and {name2} like {product1} and {product count other products} (on {App Name}).,es_ES,{name1} y {name2} les gusta {product1} y {product count other products} (on {App Name}).
en_US,248722d8bb729b8d0e945ff97517e8cb,{name1} and {name count others} like {product1} and {product count other products} (on {App Name}).,es_ES,{name1} y {name count others} les gusta {product1} y {product count other products} (on {App Name}).
en_US,2502d5c30e13c8f0413b154a57920e40,{name1} and {name count others} like {content1} (on {App Name}).,es_ES,{name1} y {name count others} les gusta {content1} (on {App Name}).
en_US,2c3659e6aa9ab14cdf950486a809ca7e,{name1} and {name2} like {content count contents} (on {App Name}).,es_ES,{name1} y {name2} les gusta {content count contents} (on {App Name}).
en_US,4e04573ce8d6ac0dfb5c1520a32708ae,{name1} and {name count others} like {product1} and {product2} (on {App Name}).,es_ES,{name1} y {name count others} les gusta {product1} y {product2} (on {App Name}).
en_US,4fce8aa322be03515781aa68f88b3e54,{name1} and {name2} like a product (on {App Name}).,es_ES,{name1} y {name2} les gusta un producto (on {App Name}).
en_US,94d0146f813795dc409274ca78c1751e,{name1} and {name count others} like {content1} and {content2} (on {App Name}).,es_ES,{name1} y {name count others} les gusta {content1} y {content2} (on {App Name}).
en_US,970678681ca11b5bd360fd741354db3e,{name1} and {name count others} like {content1} and {content count other contents} (on {App Name}).,es_ES,{name1} y {name count others} les gusta {content1} y {content count other contents} (on {App Name}).
en_US,974901fcaaf7820f9bf6602bc763bc45,{name1} and {name2} like {product1} (on {App Name}).,es_ES,{name1} y {name2} les gusta {product1} (on {App Name}).
en_US,98acafc9c7409dbf8bd169332a932ad0,{name1} and {name count others} like {content count contents} (on {App Name}).,es_ES,{name1} y {name count others} les gusta {content count contents} (on {App Name}).
en_US,ba1067fcdf102089e8038fc50b5b2056,{name1} and {name count others} like {product1} (on {App Name}).,es_ES,{name1} y {name count others} les gusta {product1} (on {App Name}).
en_US,cfdcf9b9d093c550190725c4f7049b49,{name1} and {name2} like {content1} (on {App Name}).,es_ES,{name1} y {name2} les gusta {content1} (on {App Name}).
en_US,d0502d190ff1d58822f026c209e706c3,{name1} and {name count others} like {product count products} (on {App Name}).,es_ES,{name1} y {name count others} les gusta {product count products} (on {App Name}).
en_US,e3fa2b0a3c6c764fe691fa8143b43193,{name1} and {name2} like {content1} and {content2} (on {App Name}).,es_ES,{name1} y {name2} les gusta {content1} y {content2} (on {App Name}).
en_US,e8820c9d93a27df5bb24979cdd09b0c7,{name1} and {name2} like a content (on {App Name}).,es_ES,{name1} y {name2} les gusta un contenído (on {App Name}).
en_US,ed98d9e48e70728d647756134614d02f,{name1} and {name count others} like a content (on {App Name}).,es_ES,{name1} y {name count others} les gusta un contenído (on {App Name}).
en_US,f02550b60d0ae249ad2f91c73f144476,{name1} and {name count others} like a product (on {App Name}).,es_ES,{name1} y {name count others} les gusta un producto (on {App Name}).
en_US,fc74fc16107dc8dbf5bfcddcb1dd92fa,{name1} and {name2} like {content1} and {content count other contents} (on {App Name}).,es_ES,{name1} y {name2} les gusta {content1} y {content count other contents} (on {App Name}).
en_US,0ae1fbbacea27a943a6f7bd2f04b19a4,{name1} and {name count others} liked {product1} (on {App Name}).,es_ES,{name1} y {name count others} les gustó {product1} (on {App Name}).
en_US,0c8af5f744e467d579b5818526786c42,{name1} liked {content count contents} (on {App Name}).,es_ES,{name1} le gustó {content count contents} (on {App Name}).
en_US,0df0d0d780041debc9a853351c7c33a7,a content he liked,es_ES,Un contenído que le gustó.
en_US,12cc7964ea3f337ce3b9f62f127f703c,Liked {product1} (on {App Name}).,es_ES,Le gustó {product1} (on {App Name}).
