Language;Hash;Sentence;Context
en_US;0cb9bfb1faa1cfed963c377a7a7b9093;{name1} and {name2} loved {product count products} on {Me Gusta}.;
en_US;0d5cbf26e175fbbcfd55d036a6c73fdc;1 content;In the phrase: "{=1 content} sent by {name}"
en_US;0e101aaa3b7a657339d2540e30cbe399;Is wishing {product1} on {Me Gusta}.;
en_US;0e3c2d0abb4066e4e6380e5a2eee1876;{product count} products;In the phrase: "{name1} is having {product count products} on {Me Gusta}."
en_US;0eb7954d817f8c1550f80e1c7ebba864;{name1} and {name2} thought about {product1} and {product2} on {Me Gusta}.;
en_US;0eeaf21c7421b075cf3c08be0719f674;{product count} other products;In the phrase: "{name1} and {name2} thought about {product1} and {product count other products} on {Me Gusta}."
en_US;0f9a24808340d55640c2de2b5e3a3295;{name} had {number} products.;
en_US;103ce5320c19756010c8be70a4bddaaf;products he wished;
en_US;1141e1173899f142e6a9da4162859792;{product count} other products;In the phrase: "{name1} and {name count others} had {product1} and {product count other products} on {Me Gusta}."
en_US;114cfd47128a15d0085146871acd4151;{name count} others;In the phrase: "{name1} and {name count others} sent you {=[count] contents and other requests}."
en_US;1211f2fa554d8d7255e12442b2771bbb;{name1} and {name count others} are thinking about {product1} and {product count other products} on {Me Gusta}.;
en_US;12214acb1b8821f54e87adaa3a2a13ef;a product you loved;
en_US;12473e0f5fb2bed0765c1bd8301e3a87;{name1} and {name2} are suggesting {product1} on {Me Gusta}.;
en_US;131f6840a6e9a9bc6190c5a1116eda69;{name1} and {name count others} are loving {product1} and {product2} on {Me Gusta}.;
en_US;13584b0f044d6fb5ba5d9458599639b4;{name1} and {name count others} loved {product count products} on {Me Gusta}.;
en_US;13993e76f1e27c650a49f6150787b5d2;{name count} others;In the phrase: "{name1} and {name count others} asked you for {=a product and other requests}."
en_US;1472446c367cf4b23c2dbcdb19f76bf8;{name1} and {name count others} thought about {product1} on {Me Gusta}.;
en_US;14a0529ccc9dc870a2382b2560cd7c86;a product;In the phrase: "{name} sent you {=a product}."
en_US;14cf60495113571b88c68348eb94e793;{product count} products;In the phrase: "{name1} is suggesting {product count products} on {Me Gusta}."
en_US;14eb4a4e2c708b0887ef3cc20dd5c6a9;a content and other requests;In the phrase: "{name1} and {name2} asked you for {=a content and other requests}."
en_US;16c70ba7af6652d3446fc48eb7c87044;{name1} loved {product1} and {product2} on {Me Gusta}.;
en_US;1764455f401852989a25108fe0ee9d96;{name1} is suggesting a product on {Me Gusta}.;
en_US;176528bb447e7fa945eec74994da1f8a;{name count} others;In the phrase: "{name1} and {name count others} suggested {product1} and {product2} on {Me Gusta}."
en_US;17a3d703ed81ef614370746bfa48842c;{name1} and {name2} thought about {product1} on {Me Gusta}.;
en_US;183d04f55bd9a43740bc5c5f44875c65;{name} had a product.;
en_US;1867222a15801cd470ffab5b5fea8fbe;{name} is having {number} products on {application}.;
en_US;1881d557b1ef6adf9c00b5716b5c3379;{name count} others;In the phrase: "{name1} and {name count others} thought about {product1} on {Me Gusta}."
en_US;18a03991df8e7d6bb9c27c5237b2716d;{count} contents and other requests;In the phrase: "{name1} and {name count others} sent you {=[count] contents and other requests}."
en_US;18ba6228cd1c64efba63e56cc0d79ae7;{name1} and {name count others} sent you {=a product and other requests}.;
en_US;19b87eb1d4ad01a15b717bac90c4f212;{name1} and {name count others} had {product1} and {product count other products} on {Me Gusta}.;
en_US;19c6a7641f8b280419c268af282a8625;{name} sent you {=a product}:;preview of item that user gives to you in apprequest
en_US;19f64d5fbeb9992bbc63f1d88de494b2;{name1} and {name count others} wished {product1} and {product2} on {Me Gusta}.;
en_US;1a835191dedda1d89ecf281f5b0e16e0;a product {name} thought about;
en_US;1bdf6a9db4b3134f30b3465d83f2631c;{product count} other products;In the phrase: "{name1} loved {product1} and {product count other products} on {Me Gusta}."
en_US;1c39c79e16c58cc5fbdaf9667fa9a0b6;{count} products;In the phrase: "{name1} and {name2} sent you {=[count] products}."
en_US;1c3aae8967d63d832576982b64c8636a;{name count} others;In the phrase: "{name1} and {name count others} asked you for {=a content and other requests}."
en_US;1cf262c89ba7a2d8583fb8b864edb39c;products they thought about;
en_US;1dd785a534bc405e30279695f2ce73b6;{name1} loved {product1} and {product count other products} on {Me Gusta}.;
en_US;1e614819cfb3a9254b15a98fb7a85752;{product count} products;In the phrase: "{name1} wished {product count products} on {Me Gusta}."
en_US;1e698f4f049b1ad8e76263cd0a62662a;{product count} products;In the phrase: "{name1} and {name2} are wishing {product count products} on {Me Gusta}."
en_US;1e7cb3960020e785ff6f9e4af860a361;{name1} and {name count others} sent you {=a content and other requests}.;
en_US;1eb3aa8a4c284ab1ca76184659beb12a;{name1} and {name2} suggested a product on {Me Gusta}.;
en_US;1f26c14da1e11d3c6d5ffe7ff5eb9e03;{name1} and {name count others} are thinking about {product count products} on {Me Gusta}.;
en_US;1f555a7f1294d080635b677ae5672412;{name count} others;In the phrase: "{name1} and {name count others} sent you {=[count] products}."
en_US;1f771203cc7a6f62e2cf9c9df4e2dd06;{name1} and {name2} sent you {=a product}.;
en_US;203c600a9e04fab216ca82d47ee6742a;{name1} and {name count others} had {product1} on {Me Gusta}.;
en_US;208a3fb081ce6adf19dbefb1e31b524e;a product you had;
en_US;2098e0cf23e47be3e9ac3014266232c0;{name1} and {name2} wished {product count products} on {Me Gusta}.;
en_US;20b4d4f20c8950de3c658525ff968ba0;{name count} others;In the phrase: "{name1} and {name count others} are wishing {product count products} on {Me Gusta}."
en_US;20c22385c7c56264d9bf0489e4fa181a;You and 1 other thought about this.;
en_US;211ef109d894482d0ad8dbf7b564f211;{name1} and {name count others} asked you for {=a product}.;
en_US;21424403060526f2023796d5ef6ad2be;{name1} and {name2} are wishing {product1} on {Me Gusta}.;
en_US;21e5a0498886d5d8931ba872a23e8a47;a product he thought about;
en_US;2224f91cc611c335594be422aa027b9e;{product count} other products;In the phrase: "{name1} and {name count others} suggested {product1} and {product count other products} on {Me Gusta}."
en_US;229fc75b1ae97e4c9cedf4af86ff3d0f;{name1} had this.;
en_US;22cbc0f0739a1f22bd8407436ca585c6;{product count} products;In the phrase: "{name1} and {name count others} are loving {product count products} on {Me Gusta}."
en_US;22e2958441d77190c010d1a1f5655d66;a product you wished;
en_US;2355714d0ef3debf4599dd27b68b01a4;{product count} other products;In the phrase: "{name1} is wishing {product1} and {product count other products} on {Me Gusta}."
en_US;237dfafce302a2bc11350b69e4b63320;{name1} and {name2} are thinking about {product1} on {Me Gusta}.;
en_US;23a305204bbbbd3c627870df8e2150f4;a content and other requests;In the phrase: "{name1} and {name count others} sent you {=a content and other requests}."
en_US;23b39a428f0b50c75723a2a18a32ab5f;{product count} other products;In the phrase: "{name1} and {name count others} are thinking about {product1} and {product count other products} on {Me Gusta}."
en_US;23ca8d077114bc2b48f54d7022240346;{name} is thinking about a product on {application}.;
en_US;23e7cbd055f3cd5cd6ffeb995ed82e9a;{count} products and other requests;In the phrase: "{name1} and {name2} asked you for {=[count] products and other requests}."
en_US;24cb945c213b2c6177796c1d811423fc;{count} products;In the phrase: "{name} asked you for {=[count] products}."
en_US;25b7d54e28e9bfc136a87c29da39683c;{name1} and {name count others} are having {product1} and {product count other products} on {Me Gusta}.;
en_US;25c8ec0561feb6651330341b58fdc4ed;Be the first of your friends who is thinking about this.;
en_US;2621fb7cb1a3fdc1ce9c999c2c6ac4f8;a product she wished;
en_US;264f75ab0ae46fc590d0613ef2ea8317;{product count} products;In the phrase: "{name1} and {name count others} had {product count products} on {Me Gusta}."
en_US;26767d37a0bc6815306c508e4efe1434;You and 1 other suggested this.;
en_US;282918e19b6ae61b410b129e00979314;Suggested {product1}.;
en_US;28aa8ecd28fbb0386e4ecd2833c0c0f3;{name1} and {name count others} loved {product1} and {product2} on {Me Gusta}.;
en_US;2952b920043a6a72bb9651cfdc81be1c;a product he wished;
en_US;298ba9ab68f138c7ff7b6131c71f1ed3;{name count} others;In the phrase: "{name1} and {name count others} wished {product count products} on {Me Gusta}."
en_US;2a12419070c444cd12b0537258ddd7a1;{name1} had a product on {Me Gusta}.;
en_US;2a740fd2fb68fa5c0e0d7bdd54b03569;your product;
en_US;2aa775d2f2a1ac788ef37b4f03e8caab;{name} is wishing a product on {application}.;
en_US;2b17821eaac2129fca397412c632d3ce;a content;In the phrase: "{name1} and {name2} asked you for {=a content}."
en_US;2bad15f03ab2a3b538da8eaf6d32b651;{name1} and {name count others} thought about {product1} and {product count other products} on {Me Gusta}.;
en_US;2c2c0d298e4d91f2114bb2d9546a8b21;a product he loved;
en_US;2ce3b2ae8b878cf5ac8597719f85cf74;{name} asked you for {=a content}:;preview of item that user gives to you in apprequest
en_US;2d8ca505f1b2a78287206d8b80962a9d;a product;In the phrase: "{name1} and {name2} sent you {=a product}."
en_US;2e87b63e1562e4744498038f0c14f636;{name} asked you for {=[count] contents and other requests}.;
en_US;2eea9f8a5cde39e9ab07d57e515c894c;{name1} is having {product1} and {product2} on {Me Gusta}.;
en_US;2f482604ad6d939cf202d3579db193d7;{name1} and {name count others} sent you {=[count] products}.;
en_US;2f93df358bf5a3b2e23bd2f215d12950;{name1} and {name2} thought about {product1} and {product count other products} on {Me Gusta}.;
en_US;2fbf7a3398ebd9734f9fc42261fbf075;You and {name count} others suggested this.;
en_US;303b3962ef60a2d7b42863d1f7e06a3d;Add your contents to your timeline.;
en_US;305089e39c4d631b7b1e9617a90927bc;{count} products;In the phrase: "{=[count] products} asked for by {name}"
en_US;310029e3e90279fc37967bd48cbe4f3f;a content;In the phrase: "{name1} and {name count others} asked you for {=a content}."
en_US;32191a12c0ebe8744402612c19920420;{name1} and {name count others} are suggesting a product on {Me Gusta}.;
en_US;32488c21377b5a2861953c39f6217ba2;{name1} is thinking about {product count products} on {Me Gusta}.;
en_US;32a589d1500bc0554ec5d86f15bc5af9;{name1} and {name2} thought about a product on {Me Gusta}.;
en_US;32f749d3e164876e470f6b2c694eba0e;{name} sent you {=a content}:;preview of item that user gives to you in apprequest
en_US;3347925f450647ddaf4c8e9639882641;You and {number} others had this.;
en_US;33a830b2df46e93c87eeb03b41d82779;{name1} and {name2} thought about {product count products} on {Me Gusta}.;
en_US;344d3c6564dffd7f31a88b0670d179e5;{name1} and {name2} had {product1} and {product2} on {Me Gusta}.;
en_US;34b8804ac3f3d799472ff6c0f30d4ab0;Had {product1}.;
en_US;34df4623ad996d9733d8dd2fa24ae696;{name count} others;In the phrase: "{name1} and {name count others} wished a product on {Me Gusta}."
en_US;35273b1c4530fffc14706d28a000ad05;{name count} others;In the phrase: "{name1} and {name count others} had {product1} on {Me Gusta}."
en_US;3593ec3251886170b32f05e102361c8e;{name count} others;In the phrase: "{name1} and {name count others} are wishing {product1} and {product count other products} on {Me Gusta}."
en_US;35e5ab73c68a4db78363c6e62817f5fa;{name1} and {name count others} are thinking about a product on {Me Gusta}.;
en_US;36c5b872fc18cea96fb3e94f26dcf8e0;{name1} and {name2} had this.;
en_US;36ebaf3230f26fd8fe623da0584bdec3;{name1} and {name2} sent you {=a product and other requests}.;
en_US;3706503b544341b998f52f62242068d4;{name1} and {name count others} loved a product on {Me Gusta}.;
en_US;371201dce5ef084871d4c35c5ddb66a0;{name count} others;In the phrase: "{name1} and {name count others} are having {product1} and {product2} on {Me Gusta}."
en_US;3743fd59aa799bdc8f5b926e13b2ed51;{count} products;In the phrase: "{name1} and {name2} asked you for {=[count] products}."
en_US;3773490faad53107cc91708e12df97be;{name1} suggested {product1}.;
en_US;37b1f7d283700dfff5e2859fdbda7892;{count} products and other requests;In the phrase: "{name1} and {name2} sent you {=[count] products and other requests}."
en_US;37d07fb47bd90e6566f205b7d6976777;{name1} and {name count others} are thinking about {product1} on {Me Gusta}.;
en_US;388b41eb6895442d9225f058cefef239;You and {number} others wished this.;
en_US;38db6bcfe7e13ce0bec7ac322a479cc7;{product count} other products;In the phrase: "{name1} and {name count others} wished {product1} and {product count other products} on {Me Gusta}."
en_US;391abbbfd538cb36998bdcf2dcc24bbb;Be the first of your friends who is suggesting this.;
en_US;3a2fedcc60d9f7f902c39d1e5bd8f868;{name count} others;In the phrase: "{name1} and {name count others} sent you {=a product and other requests}."
en_US;3aac7bae2387f822f4b43abe96db5ff9;{name count} others;In the phrase: "{name1} and {name count others} are loving {product count products} on {Me Gusta}."
en_US;3b9cb831f55fc4b72bda6f21437594c4;{name1} is wishing {product1} and {product count other products} on {Me Gusta}.;
en_US;3c307d5946084d0452ddc4becd490efb;{name1} and {name count others} asked you for {=a content}.;
en_US;3c8f25806a54d143cc194536992c9acc;{name count} others;In the phrase: "{name1} and {name count others} asked you for {=a product}."
en_US;3c934c0311f3aed36c9117799c57f570;{name1} had {product1} on {Me Gusta}.;
en_US;3cbbf15301be5a3d84a4d5b28b5037c2;{name} is wishing a product.;
en_US;3ccf139973e266624a84203d80074287;{name1} loved {product1} on {Me Gusta}.;
en_US;3d725b0ea0e2990c1f84b7a6ddfabcc8;{name1} and {name count others} are having a product on {Me Gusta}.;
en_US;3da6cead4500c3554748e8a4cf78d9b9;{product count} other products;In the phrase: "{name1} and {name2} wished {product1} and {product count other products} on {Me Gusta}."
en_US;3db339157b95366e74f1dfeb5afc06e2;{name1} wished a product on {Me Gusta}.;
en_US;3ea60d873540c78eb2a7e00a42aead73;{product count} products;In the phrase: "{name1} and {name2} are having {product count products} on {Me Gusta}."
en_US;3f18ef86b4b72cd678e0c9f92da1a759;{count} products;In the phrase: "{name1} and {name count others} asked you for {=[count] products}."
en_US;3f37908ab20cf852f16b5775c844a521;{product count} other products;In the phrase: "{name1} had {product1} and {product count other products} on {Me Gusta}."
en_US;403d47510e4bf1e5bc04aaa7b228a07e;{product count} other products;In the phrase: "{name1} and {name2} suggested {product1} and {product count other products} on {Me Gusta}."
en_US;404111c11c3fdb4404b9431932e0d3be;{product count} products;In the phrase: "{name1} and {name count others} are thinking about {product count products} on {Me Gusta}."
en_US;409e95ce37f81cffd61cf3cb81a1ad0f;You and 1 other loved this.;
en_US;4188c8940e26087bfc905710aae4c276;{name1} and {name2} are wishing a product on {Me Gusta}.;
en_US;429277bfade16cd8d28b45e5cb408653;products she had;
en_US;4332aa44a492be2e9990bb4bebc36299;{name1} and {name count others} are having {product1} on {Me Gusta}.;
en_US;43ab2b290664e6ca24fab026dd2a5ea2;{name1} and {name count others} suggested {product count products} on {Me Gusta}.;
en_US;443219c217c09a9c15c89eae275862a1;{product count} products;In the phrase: "{name1} and {name2} are loving {product count products} on {Me Gusta}."
en_US;446f22f1e06f28d9c41f3799b5b8333d;{product count} other products;In the phrase: "{name1} and {name2} are loving {product1} and {product count other products} on {Me Gusta}."
en_US;447605fdc1967dc7c0c132adce17cda8;{name count} others;In the phrase: "{name1} and {name count others} had {product count products} on {Me Gusta}."
en_US;4539465236d8b7927db8997960b6e921;{name count} others;In the phrase: "{name1} and {name count others} suggested a product on {Me Gusta}."
en_US;4544ac906648c1046b9315310a0b188a;{name count} others;In the phrase: "{name1} and {name count others} had {product1} and {product count other products} on {Me Gusta}."
en_US;4568d482050b9f7b4f6c2f883905996b;Is suggesting {product1}.;
en_US;45f5a9d4cbe9d8c80b15058a73350975;Be the first of your friends who is having this.;
en_US;46007e274c9b36a47367816ee69dc722;a product he had;
en_US;461b6a174f6d94f108f10cc569402b18;Had {product1} on {Me Gusta}.;
en_US;46d2beec6687fafb5e611823ae140fea;products you wished;
en_US;46e0200ad3bb79a5a7da7bc88f47cb07;{name1} suggested a product on {Me Gusta}.;
en_US;46e43717ab37669a0dcb23a23c2c9944;1 product;In the phrase: "{=1 product} sent by {name}"
en_US;4750edb7b60665dc460c4173d81c224d;{name1} and {name2} are loving a product on {Me Gusta}.;
en_US;47b3f2d5df84ffa5c728329978622445;a product they thought about;
en_US;47cb54a9a821baac23b38e90984899e9;a product {name} suggested;
en_US;492b45608be17226171555d2076082a3;{name1} suggested {product1} and {product2} on {Me Gusta}.;
en_US;49827472cf16933930437d1d9ad9724f;{name1} and {name2} are suggesting a product on {Me Gusta}.;
en_US;49ca4a89acb957562b483e1d477e99f0;{name1} and {name count others} asked you for {=a product and other requests}.;
en_US;49d4251a8f623fbdaad6900408009c38;1 other suggested this. Be the first of your friends.;
en_US;4af023b3927af0cad0cde69d9b98dc1b;You and {name1} suggested this.;
en_US;4af5ccb3ef20f73ffdd9b164fac2f9b1;{product count} other products;In the phrase: "{name1} is suggesting {product1} and {product count other products} on {Me Gusta}."
en_US;4b355ef91205d806fb75b1f8114ab86e;products he had;
en_US;4b3960a58e22298aa62415d133ed4b01;{name} loved {number} products on {application}.;
en_US;4b3e18abc6b87a77763159355bcf7e5b;{number} others loved this.;
en_US;4bb06206285034b7166492bc73da3505;a product she loved;
en_US;4bc30b766c5937acf4143a73e89d25d8;{product count} products;In the phrase: "{name1} and {name2} suggested {product count products} on {Me Gusta}."
en_US;4bde170a2fc106c306d7c78b85c975c4;{name1} and {name count others} are wishing {product1} on {Me Gusta}.;
en_US;4c0f966338a88a1d1ef6c9524fcb8caf;{name1} thought about a product on {Me Gusta}.;
en_US;4d119c15f7559d17afb0e730d56103eb;{name} is loving {number} products.;
en_US;4d6a87ad507d28772ddb35597cbb32c2;{number} others loved this. Be the first of your friends.;
en_US;4daa0aecec02dc15cc5c8e19161bda5e;{name1} and {name2} asked you for {=[count] products}.;
en_US;500c6ebeb0558c742dd200737d776a1b;{name} sent you {=a content}.;
en_US;50b678e9c77bc444fda7a02c8f5fa448;{name1} and {name count others} wished {product1} on {Me Gusta}.;
en_US;51ebc017737c3e6aa3b451817bd6f7b7;{name1} and {name2} sent you {=[count] products and other requests}.;
en_US;520ec7c48c5b1411d8cdbe4950acbc56;{name1} thought about {product1}.;
en_US;5270a11dceef0fcc7bfd830cfe440ed5;a product and other requests;In the phrase: "{name} sent you {=a product and other requests}."
en_US;52b4ae081f43f27a6268f1ead0696830;{name count} others;In the phrase: "{name1} and {name count others} are suggesting {product1} on {Me Gusta}."
en_US;52baa3b2e6ae9792827dce9980e4fa1b;{product count} products;In the phrase: "{name1} and {name2} thought about {product count products} on {Me Gusta}."
en_US;52c2f7ac503d96cc7db72a8b385258c8;products he thought about;
en_US;52d638eee5598d02cf32449e7f016546;{name1} and {name2} asked you for {=[count] products and other requests}.;
en_US;52e1de93db963853b748419cdccfa820;a product she thought about;
en_US;546fc7edc1d7c6c9762c1466a93afbdb;{name1} and {name count others} are wishing {product1} and {product2} on {Me Gusta}.;
en_US;54d24e1253d6995649e1df625db07a9c;{count} products and other requests;In the phrase: "{name} sent you {=[count] products and other requests}."
en_US;5544ec72639c4c787d6aa69ae68c86af;products they had;
en_US;55581e1b37392cedf0b7b4d80f1bd5d0;You and {name1} loved this.;
en_US;556bbd1ba07321d238840fa538c44cd3;products she suggested;
en_US;560fa8b970082f4b293119c3dd7c7c1f;{name1} and {name count others} loved {product1} on {Me Gusta}.;
en_US;5622d84260d47ed46c5aae425d460670;{name1} suggested {product1} on {Me Gusta}.;
en_US;56329ee98a73563fe23a0fd1907fe441;{name1} is suggesting {product1} and {product2} on {Me Gusta}.;
en_US;56cd97eb77e5e36315141b5fa33889e2;{name1} and {name2} suggested this.;
en_US;579ca8d7d11ffc29b6c6dd2d898d1715;{name} is suggesting a product on {application}.;
en_US;579f1681b6c440bb22119f45315006cb;You and {number} others suggested this.;
en_US;580940075fca5d59ab7e5655d22110fe;{name1} is having a product on {Me Gusta}.;
en_US;5862a59757eb7f996ab2234630f092fa;{name count} others;In the phrase: "{name1} and {name count others} are suggesting a product on {Me Gusta}."
en_US;586405e05700afd0e9e2df6d09f0f377;{product count} other products;In the phrase: "{name1} and {name count others} are having {product1} and {product count other products} on {Me Gusta}."
en_US;58687ed80900b793917fdae0a79eb373;{product count} other products;In the phrase: "{name1} is thinking about {product1} and {product count other products} on {Me Gusta}."
en_US;594d22a80836e84f8af8b3caf62e9169;{name} wished {number} products on {application}.;
en_US;597dc525bd0a3d1f1760914b105a04b8;{name1} and {name2} sent you {=[count] products}.;
en_US;59909bde5c5dec0eee316a15bf586996;{name} loved a product.;
en_US;59adb70661bf769cbfe6204b61f999f0;{name1} and {name count others} are wishing {product1} and {product count other products} on {Me Gusta}.;
en_US;5aa51b1493b4621f88f5975260de6d5f;Wished {product1}.;
en_US;5b13e66c93e2599e4f7d10f752f85ba9;a content;In the phrase: "{name1} and {name count others} sent you {=a content}."
en_US;5b8c571dd008b609eee0f9b528aa8ecb;Thought about {product1}.;
en_US;5bdb566ea4b81014ba6299fd034c7686;{name} is suggesting a product.;
en_US;5ce78593d38388f56088e052612f2954;{name} sent you {=[count] contents and other requests}.;
en_US;5d27c298bbf05747a079e4a4fdc06f7a;a product he suggested;
en_US;5da365a8b73799609ede8addf6d9c6e1;{name count} others;In the phrase: "{name1} and {name count others} had {product1} and {product2} on {Me Gusta}."
en_US;5db7651d868d9fad8096a49481b15a1d;{product count} products;In the phrase: "{name1} and {name count others} thought about {product count products} on {Me Gusta}."
en_US;5dee9ca20841588f430645af17ea2068;{name} asked you for {=a content}.;
en_US;5e7356fbd32e8c12f8358384a9bfd882;{=1 content} asked for by {name};item (e.g gift, ticket) that user gives to you in apps or games
en_US;5f3d2c4fd3ecf7e9eb770d3f36fbc35c;{name count} others;In the phrase: "{name1} and {name count others} thought about a product on {Me Gusta}."
en_US;5f50d8b6d47793fe05f66d9d298a4643;{name} wished a product.;
en_US;5f7c7075f5679919d0c23325ac2bd78f;{name1} and {name2} are thinking about a product on {Me Gusta}.;
en_US;5fb6d96c73453637f150563b53e7bd12;{name1} is thinking about {product1} and {product2} on {Me Gusta}.;
en_US;60aafa20ab9381a286fe82a9829e9393;{name1} and {name count} others suggested this.;
en_US;60ad358afc5431b83d0257187b1ae7cd;{name count} others;In the phrase: "{name1} and {name count others} are wishing {product1} on {Me Gusta}."
en_US;615f173c6fce073369f225e443649f67;1 other loved this. Be the first of your friends.;
en_US;6203f19b8ee6c91e5cb856bb1b359f3b;{name1} and {name count others} are loving a product on {Me Gusta}.;
en_US;627b2c13b7434bafb4a9762b6061589e;{name1} had {product1} and {product2} on {Me Gusta}.;
en_US;628cbbef7957acd866f9c5a96cf6c224;{name1} and {name count others} are having {product count products} on {Me Gusta}.;
en_US;62a4d17acf03bdb80edb128c90aa8f84;{product count} other products;In the phrase: "{name1} and {name count others} are suggesting {product1} and {product count other products} on {Me Gusta}."
en_US;630300c4fe73322a4970d2d77b10deb1;Is having {product1}.;
en_US;630a5e21bc20629e420fcf867b43a282;{name} suggested {number} products on {application}.;
en_US;641f44fc53399b33a7c5a551df87eaae;Is thinking about {product1}.;
en_US;64d89ec7b692efbf0cf25b8d36e118a5;{number} others had this. Be the first of your friends.;
en_US;650a4306346414e62963d22de5a88df2;{name1} wished {product1} and {product count other products} on {Me Gusta}.;
en_US;656f669041942ae26167f2b4fe85aa66;You and {name count} others wished this.;
en_US;6585863991f4459ca7348839df59dac4;You and {number} others thought about this.;
en_US;66520aaedcdd9467e09def92f245e1ce;{name} sent you {=[count] products}.;
en_US;66674b7688fbd73f304cdd7f8b30da0f;{name} is wishing {number} products.;
en_US;667cde08497485b819c5c73e66fddff4;{name1} and {name count others} sent you {=[count] contents and other requests}.;
en_US;675ac1493f6bc3901164134c8996b3bc;1 content;In the phrase: "{=1 content} asked for by {name}"
en_US;678196e325635cb33b7b98aa225b87af;products {name} had;
en_US;6821edda7b9e5ec136229dcb2f36eb17;{name1} and {name2} are wishing {product1} and {product2} on {Me Gusta}.;
en_US;6850bbff6a7aed08314fc6ac34c33eef;Is having {product1} on {Me Gusta}.;
en_US;68fd23c5b86f7fffc22ba5d887f61568;{product count} products;In the phrase: "{name1} and {name count others} are suggesting {product count products} on {Me Gusta}."
en_US;69e3b3600443d9961f094dd3ea8cf742;{name1} and {name count others} loved {product1} and {product count other products} on {Me Gusta}.;
en_US;6b44df50f3fec2be9484cf09c14c445f;{count} products;In the phrase: "{=[count] products} sent by {name}"
en_US;6b5f9b22bd7fc74dbddfa6ba6387fbc7;{number} others thought about this. Be the first of your friends.;
en_US;6c2ff54b88493b8233b2dc4a9e20b763;{name} asked you for {=[count] contents}.;
en_US;6c5f269ceb1833299869dd3fffb6fd88;{name1} and {name2} asked you for {=a product and other requests}.;
en_US;6c64f214e9d123c3312935eb809fdccc;{product count} products;In the phrase: "{name1} and {name count others} suggested {product count products} on {Me Gusta}."
en_US;6c88de53d61e9d5d6f74ca3ec6fc744d;{name1} and {name count others} had {product1} and {product2} on {Me Gusta}.;
en_US;6c93f4cbb5e91f4a71e583cb0ec7d41a;{name count} others;In the phrase: "{name1} and {name count others} suggested {product1} on {Me Gusta}."
en_US;6d8470f71b74f53567079cbfe47ebe3e;{name1} and {name2} are loving {product1} and {product2} on {Me Gusta}.;
en_US;6da031546431cb4fe2adb3a60f81fc54;{name} sent you {=[count] products and other requests}.;
en_US;6db27e345b397fbdd2b5fd6167cc98bb;Is suggesting {product1} on {Me Gusta}.;
en_US;6e0907507baa640dd6bd1141959481a2;{name1} and {name count} others wished this.;
en_US;6e20a95d7638351fa77ec7c755a66c7b;{name1} and {name2} are thinking about {product count products} on {Me Gusta}.;
en_US;6eda829973b298b9fc32f06858464634;{name} thought about a product.;
en_US;6ee4dc90d6419d68afcca76f0c2bc154;a product {name} had;
en_US;6f37c269d015c3ff40cd599dea1c3c8d;a product {name} wished;
en_US;6f45dc418959b74d8b1fe5a7c12da366;{name1} suggested {product count products} on {Me Gusta}.;
en_US;6f46a95ac9f1796dfb66de1888b1ebec;Is loving {product1} on {Me Gusta}.;
en_US;6f51e3fc9d7fe4e93a9280818e761f8c;{product count} other products;In the phrase: "{name1} and {name count others} are loving {product1} and {product count other products} on {Me Gusta}."
