Language;Hash;Sentence;Context
en_US;107d698506e50058e7148cfc5558660d;{product count} other products;In the phrase: "{name1} and {name count others} lolled at {product1} and {product count other products} on {GetSocial C ac}."
en_US;10c856c51b667ee8ab339b57e72f4997;{name1} and {name count others} are wishing {product1} on {GetSocial C ac}.;
en_US;10eda0dba01178265f8a760005c5a739;{name} applauded {number} contents.;
en_US;111ddc03218b5463918db602c31e9c55;{name count} others;In the phrase: "{name1} and {name count others} loved {content count contents} on {GetSocial C ac}."
en_US;114cfd47128a15d0085146871acd4151;{name count} others;In the phrase: "{name1} and {name count others} sent you {=[count] contents and other requests}."
en_US;1200fe9121d848c6788c2fa3f35f7ffd;{name count} others;In the phrase: "{name1} and {name count others} smiled at {product1} and {product count other products} on {GetSocial C ac}."
en_US;120a08fac79ab3afde0a7b881eaae3b2;{name count} others;In the phrase: "{name1} and {name count others} wished a product on {GetSocial C ac}."
en_US;120c5003203675e8231e92008f6df0d9;{product count} products;In the phrase: "{name1} and {name count others} thought about {product count products} on {GetSocial C ac}."
en_US;122c41217cff9890130d3bce67564d04;{content count} contents;In the phrase: "{name1} and {name2} loved {content count contents} on {GetSocial C ac}."
en_US;12340473773b88622d364d7d29fc5454;Is reacting to {content1} on {GetSocial C ac}.;
en_US;126429dd6d3a12db497888e94fffd254;{product count} other products;In the phrase: "{name1} and {name count others} suggested {product1} and {product count other products} on {GetSocial C ac}."
en_US;127baf7a0463cafa6c1b3d7b119bdbd1;{name1} is agreeing with {content count contents} on {GetSocial C ac}.;
en_US;128b110aa1dc8b4a413f40834e931e6b;{name count} others;In the phrase: "{name1} and {name count others} lolled {content1} and {content2} on {GetSocial C ac}."
en_US;1313a13d1d4b26d92a5694871379c3bb;{name1} and {name2} are disagreeing with {content1} and {content2} on {GetSocial C ac}.;
en_US;135792efa774185e9fe3e19325caadba;{content count} contents;In the phrase: "{name1} and {name2} are supporting {content count contents} on {GetSocial C ac}."
en_US;1380fd558278b7f36421dcca049a0642;{name} protested at {number} contents.;
en_US;13993e76f1e27c650a49f6150787b5d2;{name count} others;In the phrase: "{name1} and {name count others} asked you for {=a product and other requests}."
en_US;13e042f77b301df9cfe19a8c0656d4a7;{product count} products;In the phrase: "{name1} and {name2} thought about {product count products} on {GetSocial C ac}."
en_US;13eb9222f8e24ae58bd68acffcf98bb5;{name1} and {name2} are loving {product count products} on {GetSocial C ac}.;
en_US;1405f058d03d71a552e7700f80152e62;{product count} products;In the phrase: "{name1} lolled at {product count products} on {GetSocial C ac}."
en_US;1423feccccaca696f3a81240a4852ac0;{name} lolled at a content.;
en_US;14305154a91d7775752c66527b735eed;{name count} others;In the phrase: "{name1} and {name count others} are smiling at {content1} and {content2} on {GetSocial C ac}."
en_US;147986a7a48ff009e7d93d22791e9b0a;{name1} fancied {product1}.;
en_US;14a0529ccc9dc870a2382b2560cd7c86;a product;In the phrase: "{name} sent you {=a product}."
en_US;14cb9de56104686c50918ae5c93d4967;{name} is smiling at {number} contents.;
en_US;14cdc07299fb90b83194ad2c8c5a8185;{name count} others;In the phrase: "{name1} and {name count others} needed {product count products} on {GetSocial C ac}."
en_US;14cf520f2778a0e365740717f84260de;{product count} products;In the phrase: "{name1} smiled at {product count products} on {GetSocial C ac}."
en_US;14eb4a4e2c708b0887ef3cc20dd5c6a9;a content and other requests;In the phrase: "{name1} and {name2} asked you for {=a content and other requests}."
en_US;14f3ce58ceb57470d4cab81994152080;{content count} contents;In the phrase: "{name1} and {name count others} lolled {content count contents} on {GetSocial C ac}."
en_US;151567e1c18a5ac9cabb85670ca57a03;{product count} other products;In the phrase: "{name1} is wishing {product1} and {product count other products} on {GetSocial C ac}."
en_US;152fe19a437bb9f47307231cf2579433;{name1} is protesting at {content count contents} on {GetSocial C ac}.;
en_US;15555a4db9d00aad5efcf12b6940b907;{name1} respected {content1}.;
en_US;15802b9149d48ae2017083742fec6bab;{name1} and {name count others} are fancying {product1} and {product count other products} on {GetSocial C ac}.;
en_US;15c5318a805eb36840d6e22071955eab;Is suggesting {content1}.;
en_US;165435c16b9293f0d04699cbb6fa5fd6;{name1} and {name count others} are thinking about {product1} on {GetSocial C ac}.;
en_US;170e9f002dc1c8218de5ceadbf4050be;{product count} other products;In the phrase: "{name1} and {name2} demanded {product1} and {product count other products} on {GetSocial C ac}."
en_US;1722e6c47278be48757a27b9f44b9041;{content count} contents;In the phrase: "{name1} disapproved {content count contents} on {GetSocial C ac}."
en_US;17dedcbd5869445ff3d9fe7623566327;1 other smiled at this.;
en_US;18019c35e6f3b79f4a0f2a55a82850dc;{name1} and {name count others} are wishing {product count products} on {GetSocial C ac}.;
en_US;183d04f55bd9a43740bc5c5f44875c65;{name} had a product.;
en_US;1867222a15801cd470ffab5b5fea8fbe;{name} is having {number} products on {application}.;
en_US;1887152191c32b3efb835b0f51e87966;{name1} is thinking about {content1} and {content2} on {GetSocial C ac}.;
en_US;1888c2f80303cc25c2f1b04bebd84eed;{name1} and {name count others} are needing {product1} on {GetSocial C ac}.;
en_US;18a03991df8e7d6bb9c27c5237b2716d;{count} contents and other requests;In the phrase: "{name1} and {name count others} sent you {=[count] contents and other requests}."
en_US;18b184156ceb90359cba1a35b76209cd;{content count} contents;In the phrase: "{name1} and {name count others} thought about {content count contents} on {GetSocial C ac}."
en_US;18ba6228cd1c64efba63e56cc0d79ae7;{name1} and {name count others} sent you {=a product and other requests}.;
en_US;18c16265625c3a9c5c2f506d5f42e164;{name1} is having {product1} and {product2} on {GetSocial C ac}.;
en_US;1989eedc977e6bb5f9e0bc5811b9362a;{name1} needed {product1}.;
en_US;199380d3f2868864c1b79c904ca6872b;{product count} products;In the phrase: "{name1} and {name count others} are suggesting {product count products} on {GetSocial C ac}."
en_US;19a5de431c6c67374917a91e7e330cee;{name count} others;In the phrase: "{name1} and {name count others} smiled at {product count products} on {GetSocial C ac}."
en_US;19c6a7641f8b280419c268af282a8625;{name} sent you {=a product}:;preview of item that user gives to you in apprequest
en_US;19cef1b217577e4b920d8cfbd941a318;{name} is protesting at {number} contents on {application}.;
en_US;1a11880241cf7804c455fbdf50c59ccf;{name count} others;In the phrase: "{name1} and {name count others} are lolling at {content1} and {content count other contents} on {GetSocial C ac}."
en_US;1a7e7cc7937bf8060ace518bbd7273dd;{name1} and {name2} are applauding {content1} on {GetSocial C ac}.;
en_US;1a85b45e22127b52b0ee5e9070010e5e;{name} is agreeing with {number} contents.;
en_US;1aafe02dd5bdd7fd55c39f9ac6435180;{name1} is approving a content on {GetSocial C ac}.;
en_US;1ada0c57e5caccbec000d46b91784633;{product count} products;In the phrase: "{name1} and {name2} are thinking about {product count products} on {GetSocial C ac}."
en_US;1add8ebf9f8cb13a242b4bb2939b6c6b;{name} respected a content.;
en_US;1b0d2b355f9850adfafd5ac198292ef5;{content count} contents;In the phrase: "{name1} and {name count others} applauded {content count contents} on {GetSocial C ac}."
en_US;1b4af465b07d143163c24e97a9bae891;{name} is smiling at a product.;
en_US;1b9ac469a3ec50e3b056946f112008fa;{name} is reacting to {number} products on {application}.;
en_US;1bbbf20732d9a67d772067f30379d26d;{name1} and {name count others} are disagreeing with {content1} and {content count other contents} on {GetSocial C ac}.;
en_US;1bbef37b45e05740ab03404bf12b92e2;{name1} disapproved this.;
en_US;1bc45813c3cd46024e0e52b6679c4d8d;{content count} contents;In the phrase: "{name1} is disapproving {content count contents} on {GetSocial C ac}."
en_US;1be7a69dea5fd66fb530a882517f5bec;{name count} others;In the phrase: "{name1} and {name count others} supported {content1} and {content count other contents} on {GetSocial C ac}."
en_US;1c03feae9ae989d14a648ff0aff368e8;{name count} others;In the phrase: "{name1} and {name count others} are supporting {content1} on {GetSocial C ac}."
en_US;1c30d0a9950e39fe9a48607a50364687;{name1} and {name2} are having {product count products} on {GetSocial C ac}.;
en_US;1c39c79e16c58cc5fbdaf9667fa9a0b6;{count} products;In the phrase: "{name1} and {name2} sent you {=[count] products}."
en_US;1c3aae8967d63d832576982b64c8636a;{name count} others;In the phrase: "{name1} and {name count others} asked you for {=a content and other requests}."
en_US;1c7ba333b67b9669ec0efefd297d84b3;{content count} contents;In the phrase: "{name1} approved {content count contents} on {GetSocial C ac}."
en_US;1c7bd71d9c09e1e568fa3bd7a48c142f;Is reacting to {product1} on {GetSocial C ac}.;
en_US;1cafc66b3445fab89dc9edb470291c70;{product count} products;In the phrase: "{name1} and {name count others} are loving {product count products} on {GetSocial C ac}."
en_US;1cd644d6bf64584234e73f74a9049982;{product count} other products;In the phrase: "{name1} needed {product1} and {product count other products} on {GetSocial C ac}."
en_US;1cda56c507f005200ea150bf2844c2bc;{name1} and {name count others} are protesting at {content1} and {content2} on {GetSocial C ac}.;
en_US;1ce031eacf6dade87b8f0e0028c51346;{name1} is approving {content count contents} on {GetSocial C ac}.;
en_US;1cef8818b64b0e77742f28df38f05531;Is agreeing with {content1}.;
en_US;1cf7ae417fceb875fb27f6d0c70292cb;{name1} and {name count others} are agreeing with {content1} and {content count other contents} on {GetSocial C ac}.;
en_US;1cfaa9b598fcae4e85fe68ec29d659c5;{content count} other contents;In the phrase: "{name1} and {name count others} are reacting to {content1} and {content count other contents} on {GetSocial C ac}."
en_US;1d0fb9fd0185b83c7c8b7592cea0f2f7;{name count} others;In the phrase: "{name1} and {name count others} opposed {content1} and {content count other contents} on {GetSocial C ac}."
en_US;1d234c7f28870d494498b53674d0d952;{name1} is disagreeing with {content1} and {content2} on {GetSocial C ac}.;
en_US;1d2a06c64c9c6ddc41277940e4598bb6;{name1} and {name count others} are loving {product1} and {product2} on {GetSocial C ac}.;
en_US;1d3fadeb82127354d6b59882ff407c93;{product count} other products;In the phrase: "{name1} and {name2} wished {product1} and {product count other products} on {GetSocial C ac}."
en_US;1d503c35f00e057bbfcacbb991bf2804;{product count} products;In the phrase: "{name1} and {name count others} reacted to {product count products} on {GetSocial C ac}."
en_US;1dd004f39a811743fa9de44531037e79;{name1} and {name count others} are smiling at {product1} on {GetSocial C ac}.;
en_US;1e3e4421f34fd33cb07fe293075154f3;{number} others lolled at this.;
en_US;1e65f003c650e05c3765d8b12579c063;{content count} contents;In the phrase: "{name1} and {name2} smiled at {content count contents} on {GetSocial C ac}."
en_US;1e7cb3960020e785ff6f9e4af860a361;{name1} and {name count others} sent you {=a content and other requests}.;
en_US;1e9d8db53d114e7329bc9d0e1c3fcd45;{name1} smiled at {product1}.;
en_US;1f555a7f1294d080635b677ae5672412;{name count} others;In the phrase: "{name1} and {name count others} sent you {=[count] products}."
en_US;1f771203cc7a6f62e2cf9c9df4e2dd06;{name1} and {name2} sent you {=a product}.;
en_US;1f85010c4521b579a14a9d5ad5162688;{name1} and {name count others} are agreeing with a content on {GetSocial C ac}.;
en_US;1fbc66f2dcf3d2bde82de29c1a6e5ee6;{name} reacted to a content.;
en_US;1fd31073c28516c683c63837b34862d1;{name1} and {name count others} are needing a product on {GetSocial C ac}.;
en_US;1ffc170a66ffed17c49458898aeae4de;{name1} is reacting to a product on {GetSocial C ac}.;
en_US;207b1361cb3dc0028f8d898ced07ff69;{content count} contents;In the phrase: "{name1} supported {content count contents} on {GetSocial C ac}."
en_US;20a8ee4cdc0c19d8aa8d6cfc83d26669;{name count} others;In the phrase: "{name1} and {name count others} are suggesting {content count contents} on {GetSocial C ac}."
en_US;20c3aa690eb75326b43123860784fefc;{name count} others;In the phrase: "{name1} and {name count others} are having {product1} on {GetSocial C ac}."
en_US;20da8a9489403e412ffcac7f900438c5;{name1} and {name count others} are applauding {content1} on {GetSocial C ac}.;
en_US;211610fa642409ad9828b90786fdf0d4;{content count} contents;In the phrase: "{name1} is applauding {content count contents} on {GetSocial C ac}."
en_US;211ef109d894482d0ad8dbf7b564f211;{name1} and {name count others} asked you for {=a product}.;
en_US;213e98abf902d6dadba178434bdc42cc;{content count} other contents;In the phrase: "{name1} and {name2} loved {content1} and {content count other contents} on {GetSocial C ac}."
en_US;2142f720550532460173289a12f78076;{name1} and {name count others} are agreeing with {content1} on {GetSocial C ac}.;
en_US;219153e1b335872560eec89fb9bdc519;{product count} other products;In the phrase: "{name1} and {name count others} loved {product1} and {product count other products} on {GetSocial C ac}."
en_US;21acda53b63f277d5966ca5ac78ad7e5;{name} lolled at {number} products.;
en_US;21dd157f5c049eea963bc14dfbdc414f;{content count} other contents;In the phrase: "{name1} and {name2} are applauding {content1} and {content count other contents} on {GetSocial C ac}."
en_US;21dd2d8ba65ee31c4d479c75a1cda991;{name count} others;In the phrase: "{name1} and {name count others} approved {content1} and {content count other contents} on {GetSocial C ac}."
en_US;220e34ac520ec7781956f425d9904cd9;{name1} and {name count others} are opposing {content count contents} on {GetSocial C ac}.;
en_US;221042214aeb5999238319a840aff856;{name count} others;In the phrase: "{name1} and {name count others} fancied a product on {GetSocial C ac}."
en_US;2222eeccd070ace2148a8fa412263161;{name1} and {name2} are fancying {product count products} on {GetSocial C ac}.;
en_US;2227b4164e5929736ed61bf9742cdc80;{product count} products;In the phrase: "{name1} demanded {product count products} on {GetSocial C ac}."
en_US;2242e80dc0599b64c3ea3a2e0a11fcda;{name1} is suggesting {content1} and {content count other contents} on {GetSocial C ac}.;
en_US;224b2d901aca67e3253f1c7801bfebf8;{name1} and {name count others} are thinking about {content1} and {content2} on {GetSocial C ac}.;
en_US;228137e26599c110388875e43d2db225;{name} is reacting to {number} contents on {application}.;
en_US;23001e1dfd69eb237697ec7c09983b37;{product count} products;In the phrase: "{name1} and {name count others} loved {product count products} on {GetSocial C ac}."
en_US;232c1dd545612b43424a447cc3a1f0db;{name1} and {name count others} are suggesting a product on {GetSocial C ac}.;
en_US;2348443ca2852d8cdd357e06f65d031d;{name1} and {name2} are having a product on {GetSocial C ac}.;
en_US;2387ddb976d2fdd154ba4d7afcc44011;{name count} others;In the phrase: "{name1} and {name count others} are thinking about {product1} and {product count other products} on {GetSocial C ac}."
en_US;23a305204bbbbd3c627870df8e2150f4;a content and other requests;In the phrase: "{name1} and {name count others} sent you {=a content and other requests}."
en_US;23a7cf62a4e9add67654df1afff391b5;{name1} and {name2} are suggesting {product1} and {product2} on {GetSocial C ac}.;
en_US;23b45f7faeca5a17d7ba40e6a1734113;{name1} and {name count others} are having {product1} and {product count other products} on {GetSocial C ac}.;
en_US;23bee9cb98e5eb63d9ddf9c6f1a202ea;{content count} contents;In the phrase: "{name1} and {name count others} supported {content count contents} on {GetSocial C ac}."
en_US;23ca8d077114bc2b48f54d7022240346;{name} is thinking about a product on {application}.;
en_US;23ce72c959824ed52605ce22f3951877;{name count} others;In the phrase: "{name1} and {name count others} demanded a product on {GetSocial C ac}."
en_US;23e29df26a9853379edef493d9df60a0;{product count} products;In the phrase: "{name1} and {name2} are needing {product count products} on {GetSocial C ac}."
en_US;23e7cbd055f3cd5cd6ffeb995ed82e9a;{count} products and other requests;In the phrase: "{name1} and {name2} asked you for {=[count] products and other requests}."
en_US;24633193dec8ea8a3a8db65c6d99d2e0;{name1} and {name count others} are applauding a content on {GetSocial C ac}.;
en_US;2471ed405300ed83edf7ab9cb2b15492;{name} is reacting to a product.;
en_US;247c08bf479516212037856e8bb082e9;{name count} others;In the phrase: "{name1} and {name count others} respected a content on {GetSocial C ac}."
en_US;2480bd01f92cd15ed65002ed72a0526f;{name1} and {name count others} are reacting to {product1} on {GetSocial C ac}.;
en_US;248abb3d97a63fc9a0f0bcd44f30bb39;{name count} others;In the phrase: "{name1} and {name count others} lolled {content1} on {GetSocial C ac}."
en_US;248d7ffe4b9571a03f911575053259bf;{content count} other contents;In the phrase: "{name1} is loving {content1} and {content count other contents} on {GetSocial C ac}."
en_US;24cb945c213b2c6177796c1d811423fc;{count} products;In the phrase: "{name} asked you for {=[count] products}."
en_US;25181b70eebe1a79e647d3591f81f0f3;{name count} others;In the phrase: "{name1} and {name count others} smiled at {content1} on {GetSocial C ac}."
en_US;2552f7bd1e52d5dde10a9e3998f92ac0;Be the first of your friends who is respecting this.;
en_US;25674acc24a31d8d21b6f7f437fb51d7;{content count} contents;In the phrase: "{name1} and {name count others} are smiling at {content count contents} on {GetSocial C ac}."
en_US;257f8faf047e5d79cdec5c0d7123c614;{content count} other contents;In the phrase: "{name1} and {name count others} are smiling at {content1} and {content count other contents} on {GetSocial C ac}."
en_US;258e146b2404eb190bc8e1a3426c3c70;{content count} other contents;In the phrase: "{name1} and {name2} are smiling at {content1} and {content count other contents} on {GetSocial C ac}."
en_US;258ebeb23140e2d63d84143f4f643f3d;{name count} others;In the phrase: "{name1} and {name count others} are approving {content count contents} on {GetSocial C ac}."
en_US;25c8ec0561feb6651330341b58fdc4ed;Be the first of your friends who is thinking about this.;
en_US;26153cb911939b44ffb1c0bd96fddecd;{name1} is loving {product1} on {GetSocial C ac}.;
en_US;26210157e1e6843e2eb4ee673db363b5;{name} smiled at {number} contents.;
en_US;2681d518d93b8562e6417c45201f53ed;{name1} and {name2} are suggesting a product on {GetSocial C ac}.;
en_US;270b7b2a52b6961dc547fb6f75f0c3d8;{name count} others;In the phrase: "{name1} and {name count others} are disagreeing with a content on {GetSocial C ac}."
en_US;273e57885d6652136a4f65fb517e9c5e;{content count} contents;In the phrase: "{name1} and {name2} are reacting to {content count contents} on {GetSocial C ac}."
en_US;274a71af1524486cad02a316851c3cae;{name count} others;In the phrase: "{name1} and {name count others} approved {content1} on {GetSocial C ac}."
en_US;277279eccf1ed29673ea40ea530e0f92;{name} is lolling at {number} contents on {application}.;
en_US;27c196fcc337a6c76e8d4dd9cffc5242;{product count} other products;In the phrase: "{name1} and {name count others} are demanding {product1} and {product count other products} on {GetSocial C ac}."
en_US;27d444aceb8485ac5ecb1ca341da223e;{name1} and {name count others} are disagreeing with {content count contents} on {GetSocial C ac}.;
en_US;27db6333787714b5c358430af5d4dad8;{name1} and {name2} are loving {product1} and {product2} on {GetSocial C ac}.;
en_US;28211296324a8680a2667fb92f331ba3;Reacted to {product1} on {GetSocial C ac}.;
en_US;2846d3b0478f4216c3ff3f569d14006d;{name1} and {name2} are thinking about {content count contents} on {GetSocial C ac}.;
